fyear,ticker,firmname,industry,sector,statevariable,cash,fixedcosts,couponrate,liabilities,equityobserved
12312009,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,527.704,263.591,421.5903554,0.040076448,1832.872,3984.501842
12312010,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,468.67,70.323,410.0584063,0.042602354,1606.484,4199.554928
12312011,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,443.972,26.022,395.0217303,0.035751325,1698.958,3445.991163
12312012,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,414.426,25.394,400.8333013,0.031180965,1710.627,4328.335686
12312013,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,512.509,42.437,411.612093,0.031732909,1684.907,4622.080986
12312014,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,632.207,108.651,457.5660795,0.028358504,2867.006,7421.232468
12312015,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,875.121,168.409,500.5062347,0.026329159,2897.434,9033.477685
12312016,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,1018.915,50.038,534.6405331,0.025860942,3158.315,14059.66064
12312017,MLM.N,Martin Marietta Materials Inc,Construction Materials,Basic Materials,1011.493,1446.364,557.5519488,0.021226515,4310.034,13894.47515
12311998,NEM.N,Newmont Mining Corp,Gold,Basic Materials,504.14,90.888,552.0777797,0.047503767,1703.086,3051.694409
12311999,NEM.N,Newmont Mining Corp,Gold,Basic Materials,604.674,64.728,632.0979569,0.047153032,1805.377,4106.374832
12312000,NEM.N,Newmont Mining Corp,Gold,Basic Materials,745.021,122.521,720.8392041,0.05104455,2225.409,2869.927754
12312001,NEM.N,Newmont Mining Corp,Gold,Basic Materials,536.378,224.534,784.0565135,0.044368103,2379.074,3746.228468
12312002,NEM.N,Newmont Mining Corp,Gold,Basic Materials,937.619,414.871,954.076761,0.031485805,4373.59,10229.19378
12312003,NEM.N,Newmont Mining Corp,Gold,Basic Materials,937,1588.615,1049.256096,0.041460194,2966.701,17801.26812
12312004,NEM.N,Newmont Mining Corp,Gold,Basic Materials,1770,1724,1117.302959,0.023873985,4063,18113.15382
12312005,NEM.N,Newmont Mining Corp,Gold,Basic Materials,1460,1899,1244.011091,0.020704376,4685,23858.34976
12312006,NEM.N,Newmont Mining Corp,Gold,Basic Materials,1485,1275,1426.369932,0.018776616,5166,19074.07984
12312007,NEM.N,Newmont Mining Corp,Gold,Basic Materials,953,1292,1612.638877,0.017876079,6601,21225.11853
12312008,NEM.N,Newmont Mining Corp,Gold,Basic Materials,1714,447,1925.383906,0.019105576,7066,17967.036
12312009,NEM.N,Newmont Mining Corp,Gold,Basic Materials,3285,3271,2046.519187,0.012389015,9686,22727.99012
12312010,NEM.N,Newmont Mining Corp,Gold,Basic Materials,3689,4169,2462.354321,0.028048658,9947,29867.13577
12312011,NEM.N,Newmont Mining Corp,Gold,Basic Materials,4146,1854,2765.648,0.020849355,11703,29297.73834
12312012,NEM.N,Newmont Mining Corp,Gold,Basic Materials,2929,1647,3059.66895,0.019603212,12702,22826.93597
12312013,NEM.N,Newmont Mining Corp,Gold,Basic Materials,2130,1633,3429.26513,0.025901864,11698,11355.15096
12312014,NEM.N,Newmont Mining Corp,Gold,Basic Materials,2217,2476,3936.942343,0.027902258,11827,9427.237615
12312015,NEM.N,Newmont Mining Corp,Gold,Basic Materials,2690,2382,4456.953488,0.02740358,10838,9518.823897
12312016,NEM.N,Newmont Mining Corp,Gold,Basic Materials,2958,2812,4848.399945,0.029813258,9157,18082.65502
12312017,NEM.N,Newmont Mining Corp,Gold,Basic Materials,2990,3321,5383.346708,0.026978619,8933,20010.78435
12311998,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,799.874,308.696,843.0343012,0.011473192,871.597,3771.87575
12311999,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,780.124,572.185,894.2003275,0.017287856,1186.729,4780.252938
12312000,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1026.379,490.576,960.0568414,0.017557869,1278.572,3090.350769
12312001,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,667.81,462.349,964.4024809,0.017291195,1274.001,4119.474852
12312002,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,695.726,219.005,1029.332967,0.012446256,1841.357,3228.572819
12312003,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,692.175,350.332,1070.252306,0.016728358,1972.997,4384.269232
12312004,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1431.886,0,1322.088001,0.012184528,2659.11,8326.7706
12312005,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,2633.275,0,1456.826273,0.013113386,2836.796,10382.88967
12312006,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,2885.206,2196.284,1641.581295,0.014862295,2792.301,16513.67882
12312007,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,2539.558,1576.393,1661.646437,0.011547398,4425.759,17051.02415
12312008,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,3362.227,2355.13,1969.804524,0.026006798,5617.762,14504.47129
12312009,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1680.372,2241.981,1671.646101,0.031818815,4987.615,14686.04464
12312010,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1359.389,2479.029,1714.59972,0.024447689,6591.216,13835.24951
12312011,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1649.393,2563.286,1900.724236,0.026051572,6863.77,12531.97712
12312012,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1833.285,1157.029,1978.647117,0.028404172,6266.685,13709.27421
12312013,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1711.839,1511.443,2046.130772,0.020839969,7293.005,16986.10558
12312014,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,2044.203,1124.144,2183.324892,0.023936424,7540.809,15646.94691
12312015,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,2807.75,2039.469,2194.235814,0.027790249,6477.092,12880.48039
12312016,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,2530.081,2195.961,2412.252894,0.026317262,6968.81,18956.2366
12312017,NUE.N,Nucor Corp,Iron & Steel,Basic Materials,1926.076,999.104,2587.546905,0.027718912,6756.47,20213.14213
12311998,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2196,128,1939.549469,0.027375566,4420,10298.66125
12311999,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2255,158,2020.385706,0.021541156,5710,10892.1594
12312000,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2429,111,2208.703195,0.033050847,5900,7815.369978
12312001,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2635,108,2207.489186,0.034285714,5250,8708.283678
12312002,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2428,117,2171.731265,0.024543174,5582,8497.154317
12312003,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2810,499,2286.417349,0.020275298,5376,10878.67116
12312004,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2834,709,2399.535673,0.01918693,5264,11716.25605
12312005,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,2781,466,2278.074785,0.014855072,5520,9670.891092
12312006,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,3184,443,2622.023536,0.01350135,6666,10611.47771
12312007,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,3475,526,2950.371073,0.012264038,8317,11499.71556
12312008,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,5103,1021,4190.106829,0.020876082,11209,6967.469802
12312009,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,4482,1064,3647.220519,0.019480519,10318,9775.319813
12312010,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,4478,1978,3664.70213,0.016962843,11142,13705.02885
12312011,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,4770,1482,3817.541913,0.019385516,10936,12892.72167
12312012,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,4993,2393,3676.730379,0.018951194,11556,20755.97285
12312013,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,5478,1745,4145.258288,0.018846695,10665,26936.01276
12312014,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,5442,1183,4360.116648,0.017697678,12318,31721.88204
12312015,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,5604,1455,4143.296703,0.010410594,12007,26609.18234
12312016,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,5999,1863,5096.78993,0.01151437,10856,25016.18932
12312017,PPG.N,PPG Industries Inc,Commodity Chemicals,Basic Materials,5303,1491,4146.58803,0.009664059,10865,29727.87779
12311998,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,1853,34,1631.85644,0.050941945,5202,5560.955471
12311999,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,1819,76,1627.415576,0.041816727,4998,7997.164228
12312000,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,1809,31,1746.092679,0.043262817,5247,7038.01771
12312001,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,1943,39,1822.198561,0.044120544,5077,8886.957859
12312002,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,1962,39,1928.067495,0.042883398,4897,9342.126677
12312003,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,2071,50,1974.058982,0.033452808,5022,12419.45267
12312004,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,2272,25,2147.559657,0.026468156,6045,14336.54584
12312005,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,2637,173,2364.985339,0.027399405,6387,17069.20835
12312006,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,3006,36,2547.78323,0.026557066,6326,19157.5918
12312007,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,3357,17,2790.434285,0.026392221,7919,28024.46179
12312008,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,3573,32,3031.455763,0.025506119,8743,18306.46533
12312009,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,3427,45,2868.403961,0.019725459,8669,24639.85512
12312010,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,3286,39,3111.877166,0.020265089,9129,29250.06805
12312011,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,3913,90,3319.518821,0.021181932,10339,32044.29386
12312012,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,4245,157,3495.020934,0.019532276,11417,32520.48875
12312013,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,4450,138,3686.127744,0.014213982,12945,38276.07251
12312014,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,4389,126,3836.639664,0.015681366,13583,37750.22641
12312015,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,4008,147,3816.417519,0.012972489,13413,29168.18104
12312016,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,4108,524,4013.387106,0.013688761,13880,33444.73586
12312017,PX.N,Praxair Inc,Commodity Chemicals,Basic Materials,4530,617,4369.5441,0.020267357,13914,44285.71015
12311998,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1021.569,44.986,755.1986246,0.068309718,1811.792,4259.871752
12311999,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1085.46,13.672,807.5649274,0.082967001,1542.541,4331.519819
12312000,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,929.221,11.229,759.805416,0.042920149,1945.38,2551.60682
12312001,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1215.745,13.805,804.9606529,0.073283152,1691.603,3417.646009
12312002,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,975.293,126.751,827.565069,0.051609746,2120.801,3130.903924
12312003,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1231.37,365,946.5940067,0.052861332,3580.5,4600.634207
12312004,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1216,412.1,973.8677646,0.043646174,3521.5,4451.479423
12312005,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1158.9,499.9,999.2636449,0.043115118,3472.1,4571.904463
12312006,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1282,407,1062.834004,0.043967797,3366.1,5233.831249
12312007,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1268.9,430.3,1115.102301,0.041126744,3418.7,3737.649486
12312008,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1287.5,128.9,1118.493159,0.041857274,3060.4,2358.642909
12312009,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1414.4,694.5,1109.432417,0.048108578,3219.8,3474.866256
12312010,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1343.7,675.6,1119.847189,0.053906198,2997.8,4063.865849
12312011,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1600.4,703.6,1493.065933,0.025543658,8479.6,3304.358791
12312012,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,2556.8,679.6,2445.318513,0.048773994,7887.4,3405.935045
12312013,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,2795,992.4,2447.83627,0.046522417,7759.7,6679.637362
12312014,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,2336.9,286.4,2870.152093,0.104618285,6790.4,8959.417604
12312015,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1989.8,358.4,1337.700501,0.033396822,6877.9,8805.103888
12312016,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1877.7,333.7,1317.117715,0.031605395,6805.8,8764.562957
12312017,SEE.N,Sealed Air Corp,Non-Paper Containers & Packaging,Basic Materials,1431.2,594,1370.241751,0.041107644,5128,8893.046956
12311998,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2139.061,19.133,1923.646704,0.030827715,2334.62,2513.85375
12311999,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2222.383,18.623,1993.18044,0.026504104,2334.28,3478.9356
12312000,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2268.111,2.896,2067.231846,0.028260414,2278.806,4224.726869
12312001,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2347.27,118.814,2052.772361,0.02605832,2140.161,4299.5942
12312002,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2385.485,164.012,2098.48345,0.02011125,2090.422,4234.010814
12312003,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2479.622,302.813,2197.460604,0.017550976,2223.751,5064.2943
12312004,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,2668.081,45.932,2405.106342,0.015228728,2623.2,6308.30697
12312005,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3121.43,36.041,2691.461209,0.018792663,2638.583,6218.271565
12312006,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3394.547,490.37,2870.555777,0.022367002,3002.727,8572.036549
12312007,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3546.926,27.325,2969.438647,0.024517749,3069.613,7290.668598
12312008,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3585.497,26.212,3011.622447,0.023374166,2810.111,6984.912365
12312009,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3435.067,69.329,2883.634838,0.014510194,2832.905,6987.456374
12312010,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3513.459,58.585,3120.114505,0.022121218,3559.795,9039.539333
12312011,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,3739.523,32.696,3322.546167,0.011555267,3712.333,9262.715189
12312012,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,4190.322,862.59,3626.960574,0.009630575,4442.933,15859.92658
12312013,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,4620.468,744.889,3867.017504,0.014978607,4607.972,18594.61082
12312014,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,4975.286,40.732,4229.96777,0.015031483,4709.582,25251.23317
12312015,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,5403.294,205.744,4298.040215,0.014286828,4911.027,24168.89369
12312016,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,5606.869,889.793,4646.612716,0.033602239,4874.08,24968.02632
12312017,SHW.N,Sherwin-Williams Co,Commodity Chemicals,Basic Materials,6936.561,204.213,5407.124184,0.016425309,16266.239,38344.44612
12311998,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,561.95,180.56,1357.80494,0.014356986,504.911,4410.494014
12311999,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,657.188,52.834,1287.249605,0.033550182,1447.861,4023.100069
12312000,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,695.874,55.276,1192.900232,0.029399528,1675.299,4834.511383
12312001,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,771.132,100.802,1090.324881,0.03565973,1713.838,4856.154018
12312002,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,676.234,170.728,963.8630306,0.033441317,1658.577,3806.992613
12312003,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,752.239,421.663,902.0902469,0.031232976,1742.037,4837.83004
12312004,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,821.158,450.66,840.5702353,0.026763641,1651.158,5592.495037
12312005,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,742.926,450.278,807.9901161,0.025625801,1456.774,6899.268134
12312006,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,876.241,55.23,779.7218076,0.023018699,1416.935,8485.855223
12312007,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,1045.966,34.888,770.9393971,0.00931504,5176.36,7560.256916
12312008,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,957.649,46.928,910.9874026,0.033541729,5362.872,7663.939128
12312009,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,955.995,26.376,851.4808291,0.040411495,4487.634,6604.854132
12312010,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,711.846,47.541,821.7769416,0.041426518,4383.738,5695.40777
12312011,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,679.664,155.839,791.0686779,0.049716779,4437.697,5085.305328
12312012,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,710.682,275.478,723.7796378,0.048806596,4365.537,6745.495691
12312013,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,814.18,193.738,683.351587,0.045881116,4321.037,7723.974723
12312014,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,775.136,141.273,716.5644249,0.062581804,3864.398,8656.843185
12312015,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,1023.934,284.06,685.9885673,0.056544553,3847.444,12661.30458
12312016,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,1094.613,258.986,612.9207012,0.034634274,3898.999,16558.50564
12312017,VMC.N,Vulcan Materials Co,Construction Materials,Basic Materials,1264.118,141.646,765.5638743,0.065150381,4535.998,16980.14111
12312000,PKG.N,Packaging Corp of America,Paper Packaging,Basic Materials,625.799,7.892,340.6585823,0.100607482,1254.688,1710.090113
12312001,PKG.N,Packaging Corp of America,Paper Packaging,Basic Materials,594.045,82.465,345.7890531,0.097910389,1201.946,1916.179498
12312002,PKG.N,Packaging Corp of America,Paper Packaging,Basic Materials,486.323,131.305,324.3810976,0.063219447,1186.676,1905.099108
12312003,PKG.N,Packaging Corp of America,Paper Packaging,Basic Materials,523.238,172.022,370.6606292,0.087989182,1187.646,2304.779436
12312004,PKG.N,Packaging Corp of America,Paper Packaging,Basic Materials,517.897,213.321,411.6711311,0.096213733,1265.204,2518.729821
